Data;ID_venda;Filial;Vendedor;Nome_produto;Nome_cliente;Genero_cliente;Forma_pagamento
26/12/2022;590179;Rio de Janeiro;Leandro da Costa;Vermelha;Letícia Abreu;Feminino;Cartão de crédito
14/12/2022;113157;Belo Horizonte;Clarice Nogueira;Blazer;Sara da Rosa;Masculino;Cartão de crédito
26/12/2022;554654;São Paulo;Theo da Cruz;Predator;Nicolas Aragão;Feminino;Cartão de crédito
19/12/2022;834662;São Paulo;Pietro Alves;Palace;Murilo Garcia;Masculino;Cartão de crédito
04/12/2022;380571;São Paulo;Nathan Montenegro;Palha;Dr. Oliver Câmara;Masculino;PIX
06/12/2022;319343;Porto Alegre;Mathias Leão;Rasteira;João Gabriel Porto;Masculino;Cartão de débito
05/12/2022;875572;Curitiba;Gael Henrique Siqueira;X;Sr. Francisco Mendonça;Feminino;PIX
11/12/2022;422598;Porto Alegre;Mathias Leão;Lacoste;Luiz Henrique da Costa;Feminino;Cartão de débito
12/12/2022;872958;Belo Horizonte;Francisco Macedo;Air Force 1;Dr. Dante Barros;Masculino;Cartão de crédito
28/12/2022;812492;Belo Horizonte;Thales Viana;Alpargata;Luara Marques;Masculino;PIX
22/12/2022;104061;São Paulo;Pedro Lucas da Luz;Havaianas;Vicente Castro;Masculino;Cartão de crédito
16/12/2022;372774;Curitiba;Gael Henrique Siqueira;Tiririca;Marcos Vinicius da Cunha;Masculino;Cartão de crédito
04/12/2022;529859;Porto Alegre;Mathias Leão;Anabela;Rhavi Oliveira;Masculino;PIX
07/12/2022;329217;São Paulo;Pedro Lucas da Luz;Topper;Ísis Pinto;Feminino;Cartão de débito
26/12/2022;685113;Porto Alegre;Dr. Davi Luiz Rezende;Air Force 1;Sr. Igor da Mota;Feminino;Cartão de crédito
26/12/2022;243223;Curitiba;Pedro Henrique Casa Grande;Dunk;Sra. Mariane Silveira;Feminino;Cartão de débito
18/12/2022;413742;Porto Alegre;Isabelly Cirino;Melissa;Otto da Cruz;Masculino;PIX
13/12/2022;983398;Porto Alegre;Dr. Davi Luiz Rezende;Tiririca;Maria Alice Vargas;Masculino;Cartão de débito
04/12/2022;521117;São Paulo;Pedro Lucas da Luz;Vizzano;Anna Liz Borges;Masculino;Cartão de débito
09/12/2022;956740;Curitiba;Gael Henrique Siqueira;Blazer;Maria Laura Camargo;Masculino;Cartão de crédito
18/12/2022;160888;Rio de Janeiro;João da Luz;Cambio;Luiz Felipe Rezende;Feminino;Cartão de débito
20/12/2022;712112;São Paulo;Valentim da Paz;Beira Rio;Manuella Ramos;Feminino;Cartão de crédito
27/12/2022;580838;Belo Horizonte;Sr. Valentim Duarte;Air Force 1;Anthony Jesus;Masculino;PIX
17/12/2022;238990;Curitiba;Samuel das Neves;Alpargata;Luiz Henrique Rocha;Feminino;PIX
02/12/2022;709218;Curitiba;Gael Henrique Siqueira;Cambio;Isadora da Conceição;Feminino;PIX
05/12/2022;232457;Rio de Janeiro;João da Luz;Lacoste;Cauã da Mota;Masculino;PIX
26/12/2022;824861;Curitiba;Pedro Henrique Casa Grande;Air Force 1;Melissa Rios;Masculino;Cartão de débito
09/12/2022;101695;São Paulo;Theo da Cruz;Blazer;Lorena Duarte;Feminino;Cartão de débito
02/12/2022;142206;Rio de Janeiro;João da Luz;Palace;Mateus Câmara;Masculino;PIX
16/12/2022;713592;Rio de Janeiro;João da Luz;Papete;Dra. Amanda Porto;Feminino;PIX
18/12/2022;663787;Belo Horizonte;Clarice Nogueira;Havaianas;Mateus Correia;Masculino;Cartão de crédito
23/12/2022;126763;Rio de Janeiro;João Miguel Fonseca;Jordan;Arthur Cunha;Masculino;Cartão de débito
18/12/2022;844622;Porto Alegre;Marina da Mota;Vizzano;Erick da Mata;Feminino;Cartão de débito
02/12/2022;920730;Belo Horizonte;Francisco Macedo;Palace;Ian Lopes;Feminino;Cartão de débito
01/12/2022;664059;São Paulo;Nathan Montenegro;Mercurial;Srta. Milena Rodrigues;Feminino;Cartão de débito
24/12/2022;767068;Belo Horizonte;Dr. Luan Borges;Palha;Ana Sophia Barbosa;Feminino;Cartão de débito
23/12/2022;677457;Rio de Janeiro;João Miguel Fonseca;Melissa;Sr. Heitor Abreu;Masculino;Cartão de crédito
10/12/2022;133748;São Paulo;Pedro Lucas da Luz;Jordan;Benjamin Costa;Masculino;PIX
04/12/2022;299163;Porto Alegre;Mathias Leão;Cambio;Mathias Alves;Feminino;PIX
18/12/2022;923627;São Paulo;Murilo Cavalcante;Lacoste;Alexia Barros;Masculino;PIX
27/12/2022;399571;Belo Horizonte;Thales Viana;Air Force 1;Manuella Duarte;Feminino;Cartão de débito
03/12/2022;442795;Belo Horizonte;Dr. Luan Borges;Melissa;Dr. Guilherme Souza;Feminino;Cartão de crédito
18/12/2022;188881;Belo Horizonte;Sr. Valentim Duarte;Dunk;Dra. Anna Liz da Paz;Feminino;PIX
25/12/2022;497287;Curitiba;Gael Henrique Siqueira;Dunk;Ísis Costa;Feminino;Cartão de crédito
22/12/2022;492910;Porto Alegre;Davi Luiz Farias;Papete;João Felipe Pires;Masculino;PIX
06/12/2022;252884;Rio de Janeiro;Dr. Breno Ramos;Copa;Rael Albuquerque;Feminino;PIX
07/12/2022;686189;Rio de Janeiro;Rafaela Rodrigues;Rasteira;Felipe Almeida;Masculino;PIX
29/12/2022;211356;Curitiba;Gael Henrique Siqueira;Schutz;Calebe Carvalho;Masculino;PIX
03/12/2022;659128;Porto Alegre;Davi Luiz Farias;Schutz;Dr. Alexandre da Mota;Masculino;Cartão de crédito
28/12/2022;491639;Porto Alegre;Igor Porto;Cambio;Olivia Lima;Feminino;Cartão de débito
13/12/2022;899196;Rio de Janeiro;Leandro da Costa;Beira Rio;Guilherme das Neves;Feminino;Cartão de crédito
18/12/2022;952124;Porto Alegre;Marina da Mota;Air Force 1;Davi Luiz da Rosa;Masculino;Cartão de débito
30/12/2022;636689;Belo Horizonte;Dr. Marcelo Teixeira;Tiririca;Dr. Calebe Nogueira;Feminino;Cartão de débito
08/12/2022;226826;Belo Horizonte;Maitê Jesus;Schutz;Esther Pacheco;Masculino;Cartão de débito
18/12/2022;194120;Belo Horizonte;Thales Viana;Palace;José Miguel da Cunha;Feminino;Cartão de débito
13/12/2022;942017;Curitiba;Valentim Barbosa;Tiririca;Letícia da Cruz;Feminino;Cartão de débito
07/12/2022;927518;Curitiba;Sr. Luan Fernandes;Palace;Daniel Câmara;Feminino;PIX
27/12/2022;351730;Rio de Janeiro;Dr. Breno Ramos;Dunk;Lorena Pastor;Feminino;Cartão de crédito
22/12/2022;255008;Curitiba;Samuel das Neves;Anabela;Joana Silveira;Masculino;Cartão de débito
29/12/2022;705107;Curitiba;Gael Henrique Siqueira;Palha;Dra. Ágatha Freitas;Masculino;Cartão de débito
06/12/2022;826402;Porto Alegre;Igor Porto;Vizzano;Daniel Machado;Feminino;PIX
05/12/2022;916926;Rio de Janeiro;João da Luz;Nemeziz;Pedro Miguel Caldeira;Masculino;Cartão de crédito
14/12/2022;119258;Belo Horizonte;Francisco Macedo;Havaianas;Dra. Ana Luiza Araújo;Masculino;Cartão de crédito
08/12/2022;695677;Belo Horizonte;Francisco Macedo;Air Force 1;Maria Luiza Cavalcante;Feminino;Cartão de débito
30/12/2022;318351;Belo Horizonte;Thales Viana;Rasteira;Maria Alice Ferreira;Feminino;Cartão de crédito
20/12/2022;493351;Rio de Janeiro;Dr. Luigi Nascimento;Lacoste;Sarah Sousa;Feminino;Cartão de crédito
20/12/2022;230446;Porto Alegre;Igor Porto;Cambio;Sr. Benicio da Paz;Feminino;Cartão de débito
29/12/2022;351574;Rio de Janeiro;Dr. Breno Ramos;Cambio;Maria Liz Vasconcelos;Masculino;PIX
25/12/2022;451578;Belo Horizonte;Francisco Macedo;Vizzano;Maria Júlia Araújo;Feminino;Cartão de débito
26/12/2022;420061;Belo Horizonte;Francisco Macedo;Schutz;Isadora Sousa;Masculino;Cartão de crédito
19/12/2022;588227;Rio de Janeiro;Leandro da Costa;Jordan;Arthur Pereira;Masculino;PIX
31/12/2022;313108;Porto Alegre;Enzo Gabriel Guerra;Blazer;Bianca Costela;Masculino;Cartão de crédito
12/12/2022;452805;Rio de Janeiro;Rafaela Rodrigues;Air Force 1;Dra. Ana Júlia Peixoto;Feminino;Cartão de débito
22/12/2022;786478;Belo Horizonte;Maitê Jesus;Alpargata;Raquel Cassiano;Feminino;Cartão de débito
01/01/2023;729470;Porto Alegre;Igor Porto;Anabela;Rhavi Freitas;Masculino;Cartão de débito
15/01/2023;988444;Rio de Janeiro;Leandro da Costa;Alpargata;Henry Gabriel Sales;Masculino;Cartão de débito
17/01/2023;275518;Porto Alegre;Davi Luiz Farias;Blazer;Isabelly Novais;Feminino;Cartão de crédito
31/01/2023;270673;Curitiba;Valentim Barbosa;Schutz;Guilherme Rezende;Masculino;Cartão de crédito
09/01/2023;192072;Curitiba;Pedro Henrique Casa Grande;Dunk;Letícia Santos;Feminino;Cartão de crédito
20/01/2023;290000;Curitiba;Luiz Henrique Nogueira;Air Force 1;Srta. Camila da Cunha;Masculino;Cartão de débito
13/01/2023;319627;Curitiba;Pedro Henrique Casa Grande;Blazer;Diogo Duarte;Feminino;Cartão de débito
06/01/2023;231769;São Paulo;Pietro Alves;Vermelha;Esther Melo;Masculino;Cartão de débito
21/01/2023;493687;Curitiba;Samuel das Neves;Alpargata;Francisco das Neves;Feminino;Cartão de crédito
29/01/2023;836369;Porto Alegre;Mathias Leão;Vizzano;João Felipe Marques;Masculino;Cartão de crédito
30/01/2023;620489;São Paulo;Valentim da Paz;Nemeziz;Juan Rios;Feminino;Cartão de crédito
19/01/2023;950703;Curitiba;Valentim Barbosa;Vizzano;Eduarda Cavalcanti;Feminino;Cartão de débito
11/01/2023;281664;Curitiba;Sr. Luan Fernandes;Predator;Dra. Maria Eduarda Barbosa;Masculino;Cartão de crédito
01/01/2023;407431;Rio de Janeiro;Leandro da Costa;Dunk;Ana Liz Brito;Feminino;Cartão de crédito
29/01/2023;843651;Rio de Janeiro;João Miguel Fonseca;Nemeziz;Luiz Gustavo Vieira;Feminino;Cartão de débito
25/01/2023;482547;Curitiba;Luiz Henrique Nogueira;Melissa;Benício Azevedo;Feminino;Cartão de débito
26/01/2023;171473;Belo Horizonte;Sr. Valentim Duarte;Schutz;Brayan Dias;Masculino;Cartão de crédito
31/01/2023;941246;Belo Horizonte;Sr. Valentim Duarte;Papete;Mirella Araújo;Feminino;PIX
12/01/2023;181590;Rio de Janeiro;João da Luz;Rasteira;Vitor Pires;Feminino;Cartão de crédito
11/01/2023;111310;Rio de Janeiro;Dr. Luigi Nascimento;Palace;Carolina Guerra;Feminino;Cartão de crédito
06/01/2023;850270;Rio de Janeiro;Dr. Breno Ramos;Rasteira;Renan Melo;Masculino;Cartão de crédito
22/01/2023;635508;Porto Alegre;Igor Porto;Tiririca;Dr. Kaique Abreu;Masculino;PIX
28/01/2023;308251;Curitiba;Samuel das Neves;Dunk;Bianca Alves;Masculino;Cartão de débito
20/01/2023;736053;São Paulo;Murilo Cavalcante;Tiririca;Carlos Eduardo Silveira;Feminino;Cartão de crédito
11/01/2023;591500;Curitiba;Oliver Sales;Alpargata;Heitor Pereira;Masculino;Cartão de débito
28/01/2023;109665;Curitiba;Oliver Sales;Tiririca;Joana Macedo;Feminino;Cartão de débito
25/01/2023;456316;São Paulo;Valentim da Paz;Havaianas;Paulo Siqueira;Feminino;PIX
23/01/2023;346077;Porto Alegre;Enzo Gabriel Guerra;Rasteira;Dra. Ágatha Vieira;Masculino;Cartão de débito
26/01/2023;781145;Rio de Janeiro;Dr. Breno Ramos;Vermelha;Henrique Nogueira;Masculino;Cartão de débito
01/01/2023;656259;Belo Horizonte;Sr. Valentim Duarte;Palace;Luiz Felipe Camargo;Masculino;PIX
11/01/2023;528411;Belo Horizonte;Clarice Nogueira;Anabela;Ana Beatriz das Neves;Masculino;Cartão de crédito
29/01/2023;407002;Belo Horizonte;Dr. Luan Borges;Beira Rio;Bryan Almeida;Masculino;Cartão de crédito
28/01/2023;975475;Porto Alegre;Isabelly Cirino;Palha;Elisa da Rocha;Feminino;Cartão de débito
12/01/2023;581982;Curitiba;Samuel das Neves;Air Force 1;Marcela Lima;Masculino;Cartão de débito
28/01/2023;279177;São Paulo;Pedro Lucas da Luz;Cambio;Anna Liz da Mota;Feminino;Cartão de crédito
25/01/2023;373390;Porto Alegre;Dr. Davi Luiz Rezende;Vermelha;Srta. Maria da Rocha;Feminino;Cartão de crédito
12/01/2023;965577;Porto Alegre;Davi Luiz Farias;Vizzano;Mirella Costa;Feminino;Cartão de crédito
31/01/2023;272639;Rio de Janeiro;Rafaela Rodrigues;Beira Rio;Stella Vasconcelos;Feminino;PIX
02/01/2023;552828;Belo Horizonte;Francisco Macedo;Predator;Maria Abreu;Feminino;Cartão de crédito
19/01/2023;758515;São Paulo;Dr. Lorenzo Camargo;Melissa;Srta. Emanuelly Cassiano;Feminino;PIX
02/01/2023;594841;Curitiba;Valentim Barbosa;Palace;Dr. Arthur Gabriel Fogaça;Masculino;PIX
28/01/2023;246240;Curitiba;Luiz Henrique Nogueira;X;Sr. Bruno Sampaio;Feminino;Cartão de débito
12/01/2023;155736;Belo Horizonte;Sr. Valentim Duarte;Jordan;Bruna Correia;Feminino;PIX
18/01/2023;776752;Curitiba;Valentim Barbosa;Mercurial;Maria Cassiano;Feminino;Cartão de crédito
05/01/2023;157214;Porto Alegre;Isabelly Cirino;Dunk;Nathan Fogaça;Masculino;Cartão de débito
04/01/2023;372372;Porto Alegre;Mathias Leão;Palha;Sra. Clara Fogaça;Feminino;Cartão de crédito
11/01/2023;316978;Porto Alegre;Mathias Leão;Havaianas;Mariane Ribeiro;Masculino;Cartão de débito
04/01/2023;266450;São Paulo;Theo da Cruz;X;Sr. João Guilherme da Conceição;Masculino;Cartão de débito
24/01/2023;561414;Belo Horizonte;Thales Viana;Lacoste;José Miguel Correia;Feminino;Cartão de crédito
25/01/2023;141638;Porto Alegre;Mathias Leão;Predator;Théo Dias;Masculino;Cartão de débito
07/01/2023;202151;Curitiba;Gael Henrique Siqueira;Anabela;Otávio Duarte;Masculino;PIX
30/01/2023;583629;São Paulo;Murilo Cavalcante;Tiririca;Luiz Otávio Silva;Feminino;Cartão de crédito
21/01/2023;175155;Rio de Janeiro;Dr. Luigi Nascimento;Papete;Maria Cecília Viana;Masculino;Cartão de crédito
13/01/2023;617417;Curitiba;Sr. Luan Fernandes;Papete;Ryan Araújo;Masculino;Cartão de débito
28/01/2023;627800;Porto Alegre;Dr. Davi Luiz Rezende;Jordan;Gael Henrique Abreu;Feminino;PIX
15/01/2023;221866;Porto Alegre;Igor Porto;Nemeziz;Bianca Moraes;Masculino;Cartão de crédito
28/01/2023;129129;Rio de Janeiro;Dr. Breno Ramos;Vermelha;Ana Sophia Rezende;Feminino;Cartão de débito
09/01/2023;591782;Rio de Janeiro;Pedro Aparecida;Melissa;Ester Garcia;Feminino;PIX
23/01/2023;741006;Rio de Janeiro;Rafaela Rodrigues;Schutz;Maria Cecília Novais;Feminino;Cartão de crédito
10/01/2023;209404;Rio de Janeiro;Dr. Luigi Nascimento;Jordan;Maria Clara Abreu;Masculino;Cartão de crédito
11/01/2023;224746;São Paulo;Pietro Alves;Schutz;Sr. Ravi Lucca Novaes;Feminino;Cartão de crédito
12/01/2023;241435;Porto Alegre;Isabelly Cirino;Topper;Luiz Miguel Novaes;Feminino;Cartão de crédito
10/01/2023;398349;Porto Alegre;Isabelly Cirino;Rasteira;Hadassa Siqueira;Masculino;PIX
15/01/2023;677180;Curitiba;Gael Henrique Siqueira;Alpargata;Sra. Beatriz Costela;Feminino;Cartão de crédito
16/01/2023;713714;Curitiba;Luiz Henrique Nogueira;Predator;Cauê Martins;Masculino;Cartão de débito
09/01/2023;349646;Belo Horizonte;Clarice Nogueira;Dunk;Ester Rocha;Feminino;PIX
13/01/2023;817360;Porto Alegre;Igor Porto;Cambio;Bianca Novais;Feminino;PIX
24/01/2023;939997;Porto Alegre;Davi Luiz Farias;Schutz;Zoe Sá;Masculino;Cartão de débito
12/01/2023;945848;Belo Horizonte;Maitê Jesus;Blazer;Liam Pacheco;Masculino;PIX
12/01/2023;107779;Porto Alegre;Marina da Mota;Papete;Bernardo Sampaio;Feminino;PIX
27/01/2023;518921;Belo Horizonte;Dr. Marcelo Teixeira;Nemeziz;Dra. Eloá Mendonça;Masculino;Cartão de débito
15/01/2023;465415;São Paulo;Pietro Alves;Vermelha;Alexandre Gonçalves;Masculino;Cartão de débito
15/01/2023;557164;Porto Alegre;Mathias Leão;Rasteira;Luana Guerra;Masculino;Cartão de crédito
01/01/2023;671730;Rio de Janeiro;Dr. Breno Ramos;Mercurial;Srta. Daniela Costa;Masculino;Cartão de crédito
21/01/2023;734881;Curitiba;Luiz Henrique Nogueira;Anabela;Anthony Gabriel Cirino;Masculino;Cartão de crédito
24/01/2023;877288;Belo Horizonte;Clarice Nogueira;Beira Rio;Luiz Otávio Pires;Feminino;PIX
26/01/2023;978494;Belo Horizonte;Sr. Valentim Duarte;Air Force 1;Maria Flor da Cunha;Feminino;Cartão de crédito
22/01/2023;916859;Belo Horizonte;Thales Viana;Schutz;Igor Sá;Masculino;Cartão de débito
27/01/2023;149471;Belo Horizonte;Sr. Valentim Duarte;Vermelha;Rafaela Mendonça;Masculino;Cartão de crédito
23/01/2023;945499;Curitiba;Gael Henrique Siqueira;Vizzano;Dra. Sarah Alves;Masculino;PIX
08/01/2023;684626;Rio de Janeiro;Rafaela Rodrigues;Air Force 1;Luiz Otávio Souza;Feminino;Cartão de crédito
21/01/2023;737150;Rio de Janeiro;João Miguel Fonseca;Topper;Lunna Novaes;Masculino;PIX
10/01/2023;481830;Rio de Janeiro;Rafaela Rodrigues;Copa;Lavínia Mendonça;Feminino;Cartão de débito
23/01/2023;988746;São Paulo;Valentim da Paz;Schutz;Gabriela Pereira;Masculino;PIX
12/01/2023;611499;Belo Horizonte;Maitê Jesus;Papete;Isadora Mendonça;Masculino;Cartão de débito
04/01/2023;296056;Curitiba;Oliver Sales;Tiririca;Beatriz Camargo;Feminino;PIX
22/01/2023;227678;Rio de Janeiro;Dr. Luigi Nascimento;Vermelha;Arthur Miguel Mendonça;Feminino;PIX
02/01/2023;754768;Curitiba;Luiz Henrique Nogueira;Lacoste;Allana Pacheco;Feminino;Cartão de débito
07/01/2023;720625;Rio de Janeiro;Leandro da Costa;Tiririca;Ana Vitória das Neves;Masculino;PIX
05/01/2023;389882;São Paulo;Valentim da Paz;Air Force 1;Sr. Augusto Ribeiro;Feminino;Cartão de débito
07/01/2023;917094;Rio de Janeiro;Dr. Breno Ramos;Palha;Lucas Leão;Feminino;Cartão de crédito
10/01/2023;277166;Belo Horizonte;Thales Viana;Dunk;Luiz Gustavo Cirino;Feminino;Cartão de crédito
27/01/2023;188552;Belo Horizonte;Maitê Jesus;Melissa;Nicolas Lima;Feminino;Cartão de débito
15/01/2023;240492;Porto Alegre;Dr. Davi Luiz Rezende;Nemeziz;Clarice da Luz;Masculino;PIX
28/01/2023;346262;Curitiba;Gael Henrique Siqueira;Vizzano;Larissa Fonseca;Feminino;Cartão de débito
19/01/2023;285575;São Paulo;Valentim da Paz;Jordan;Dra. Isabelly Novaes;Masculino;Cartão de crédito
24/01/2023;425693;Porto Alegre;Mathias Leão;Copa;Pedro Henrique Araújo;Masculino;Cartão de crédito
28/01/2023;650895;Belo Horizonte;Sr. Valentim Duarte;Papete;Dr. Enrico Leão;Feminino;Cartão de crédito
16/01/2023;328383;Belo Horizonte;Sr. Valentim Duarte;Schutz;Matteo Martins;Feminino;PIX
24/01/2023;322102;São Paulo;Theo da Cruz;Vizzano;Srta. Emanuelly Teixeira;Masculino;PIX
27/01/2023;619490;São Paulo;Valentim da Paz;X;Erick Araújo;Masculino;PIX
15/01/2023;166981;Belo Horizonte;Dr. Luan Borges;Havaianas;Joaquim da Rosa;Feminino;Cartão de débito
17/01/2023;452338;Curitiba;Oliver Sales;Melissa;Dra. Rafaela da Costa;Feminino;PIX
06/01/2023;413570;Curitiba;Gael Henrique Siqueira;Tiririca;Maria Clara Pinto;Feminino;Cartão de crédito
24/01/2023;657836;Belo Horizonte;Francisco Macedo;Palha;Maria Sophia Câmara;Masculino;PIX
26/01/2023;797905;Porto Alegre;Mathias Leão;X;Agatha Ribeiro;Masculino;Cartão de crédito
01/01/2023;167061;Rio de Janeiro;João Miguel Fonseca;Tiririca;Sra. Vitória Novaes;Feminino;Cartão de débito
01/01/2023;465029;São Paulo;Murilo Cavalcante;Palace;Sr. José Miguel Novaes;Feminino;Cartão de crédito
27/01/2023;646143;Belo Horizonte;Clarice Nogueira;Vizzano;Sr. Augusto Pereira;Masculino;Cartão de crédito
31/01/2023;385030;Porto Alegre;Davi Luiz Farias;Mercurial;Sr. Augusto Viana;Feminino;Cartão de débito
18/01/2023;518582;Curitiba;Gael Henrique Siqueira;Palha;Kevin Barros;Feminino;Cartão de débito
07/01/2023;230713;Rio de Janeiro;João Miguel Fonseca;X;Ana Aragão;Masculino;Cartão de crédito
28/01/2023;124744;São Paulo;Nathan Montenegro;Blazer;Isaque Pimenta;Feminino;Cartão de débito
06/01/2023;923676;Belo Horizonte;Dr. Marcelo Teixeira;Anabela;Oliver Sá;Masculino;PIX
14/01/2023;781440;Rio de Janeiro;Pedro Aparecida;Nemeziz;Isaac Correia;Masculino;PIX
25/01/2023;119656;Rio de Janeiro;Rafaela Rodrigues;Nemeziz;Valentim Martins;Masculino;PIX
27/01/2023;903178;Porto Alegre;Mathias Leão;X;Sr. João Lucas Mendes;Feminino;Cartão de débito
25/01/2023;598263;São Paulo;Dr. Lorenzo Camargo;Alpargata;Vinícius Pereira;Feminino;Cartão de débito
12/01/2023;293948;Curitiba;Luiz Henrique Nogueira;Anabela;Dra. Marina Vasconcelos;Feminino;Cartão de débito
18/01/2023;273474;Rio de Janeiro;Dr. Luigi Nascimento;Air Force 1;Henrique Pimenta;Feminino;PIX
18/01/2023;261415;São Paulo;Murilo Cavalcante;Dunk;Isadora Barbosa;Masculino;Cartão de débito
13/01/2023;961788;São Paulo;Pietro Alves;Mercurial;Dra. Manuella Santos;Feminino;Cartão de crédito
28/01/2023;367470;Porto Alegre;Enzo Gabriel Guerra;Copa;Luan da Conceição;Feminino;Cartão de débito
30/01/2023;337636;Belo Horizonte;Maitê Jesus;Melissa;Aylla Abreu;Feminino;Cartão de crédito
19/01/2023;620636;Porto Alegre;Enzo Gabriel Guerra;Palace;Fernanda Araújo;Masculino;Cartão de débito
03/01/2023;666407;Rio de Janeiro;João da Luz;Havaianas;Aylla da Luz;Masculino;Cartão de crédito
21/01/2023;868936;Porto Alegre;Enzo Gabriel Guerra;Nemeziz;Maria Isis Pastor;Masculino;Cartão de crédito
05/01/2023;540353;São Paulo;Nathan Montenegro;Predator;Maria Alice Viana;Masculino;Cartão de débito
09/01/2023;510580;São Paulo;Theo da Cruz;Air Force 1;Valentim Sousa;Feminino;Cartão de crédito
27/01/2023;273761;Rio de Janeiro;Leandro da Costa;Beira Rio;Mariane Novais;Masculino;Cartão de débito
15/01/2023;369386;Curitiba;Gael Henrique Siqueira;Tiririca;Augusto Marques;Feminino;PIX
27/01/2023;268743;Porto Alegre;Davi Luiz Farias;Havaianas;Francisco da Mata;Masculino;Cartão de crédito
20/01/2023;805461;São Paulo;Murilo Cavalcante;Rasteira;Dr. Levi Santos;Masculino;Cartão de débito
28/01/2023;913563;Curitiba;Samuel das Neves;Schutz;Dr. Matteo Rocha;Feminino;Cartão de débito
29/01/2023;662891;Rio de Janeiro;Pedro Aparecida;Papete;José Pedro Pimenta;Masculino;Cartão de crédito
31/01/2023;510750;Belo Horizonte;Maitê Jesus;Tiririca;Carolina da Rocha;Feminino;Cartão de crédito
17/01/2023;133083;Porto Alegre;Davi Luiz Farias;Vermelha;Sra. Carolina Fonseca;Feminino;PIX
21/01/2023;671889;Porto Alegre;Marina da Mota;Anabela;Fernanda Cassiano;Feminino;Cartão de crédito
08/01/2023;527621;Porto Alegre;Davi Luiz Farias;Mercurial;Isadora Lima;Masculino;PIX
19/01/2023;881411;São Paulo;Valentim da Paz;Topper;Vitória Aparecida;Masculino;Cartão de crédito
19/01/2023;367182;Rio de Janeiro;João Miguel Fonseca;Schutz;Yuri Freitas;Masculino;Cartão de crédito
